id,gender,age,country,days_on_site_in_2016
7906,M,31,US,10
7907,,50,US,9
7908,,43,US,5
7909,,50,US,7
7910,M,26,US,1
7911,F,27,US,17
7912,,38,US,28
7913,M,47,CA,7
7914,F,33,US,8
7915,F,25,US,9
7916,M,36,US,27
7917,M,31,US,5
7918,F,37,US,10
7919,F,39,US,2
7920,F,28,US,8
7921,M,27,US,21
7922,M,54,US,9
7923,M,41,US,11
7924,,37,US,1
7925,F,34,US,6
7926,F,31,CA,14
7927,F,28,US,10
7928,,25,US,2
7929,,45,US,4
7930,M,24,US,24
7931,F,39,US,14
7932,F,45,US,7
7933,F,26,US,30
7934,F,39,US,4
7935,F,52,US,2
7936,M,29,US,29
7937,F,30,US,36
7938,M,38,US,4
7939,F,50,US,7
7940,M,26,US,1
7941,F,29,US,29
7942,,31,US,8
7943,M,46,CA,27
7944,,40,US,10
7945,,33,US,5
7946,M,34,US,4
7947,M,41,US,10
7948,F,26,US,9
7949,M,51,US,21
7950,,30,US,8
7951,,24,US,3
7952,,50,US,5
7953,F,21,US,15
7954,,28,CA,4
7955,,35,US,35
7956,,49,US,11
7957,M,26,US,20
7958,F,51,US,56
7959,,31,US,7
7960,,35,US,17
7961,M,34,US,1
7962,F,39,US,11
7963,F,22,US,5
7964,M,41,US,4
7965,F,34,US,7
7966,M,51,US,2
7967,M,31,US,6
7968,M,27,US,35
7969,,54,US,34
7970,F,22,US,9
7971,F,53,US,4
7972,F,54,US,1
7973,M,24,US,4
7974,F,32,US,15
7975,M,39,CA,12
7976,,44,US,22
7977,F,39,US,15
7978,M,34,US,1
7979,M,34,CA,8
7980,F,25,US,9
7981,F,39,US,4
7982,M,22,CA,2
7983,,43,US,10
7984,M,54,US,67
7985,,38,US,5
7986,F,46,US,11
7987,M,54,US,3
7988,M,39,US,35
7989,,39,US,5
7990,,28,US,6
7991,F,34,US,16
7992,F,22,US,6
7993,M,44,US,3
7994,,50,CA,12
7995,F,41,US,5
7996,F,29,CA,12
7997,F,29,US,12
7998,,48,CA,34
7999,,22,US,3
8000,M,22,US,13
8001,F,27,US,10
8002,,38,US,10
8003,,31,US,4
8004,M,46,US,17
8005,F,45,US,2
8006,M,37,CA,2
8007,F,28,US,8
8008,M,34,US,6
8009,F,54,US,19
8010,,54,US,3
8011,M,28,US,3
8012,,39,US,8
8013,M,45,US,3
8014,F,25,US,2
8015,F,48,US,1
8016,F,35,US,8
8017,,29,US,1
8018,,41,CA,17
8019,M,48,US,3
8020,M,45,US,9
8021,,53,US,1
8022,F,30,US,2
8023,M,34,US,4
8024,,29,US,11
8025,M,23,US,3
8026,F,39,US,25
8027,M,45,US,1
8028,,43,US,2
8029,,53,US,2
8030,,51,CA,13
8031,M,42,US,11
8032,M,35,US,22
8033,F,29,US,8
8034,,21,US,3
8035,M,28,US,6
8036,,29,US,2
8037,,22,US,6
8038,,46,US,1
8039,F,45,US,17
8040,,42,US,4
8041,M,54,US,28
8042,,41,US,8
8043,F,45,US,1
8044,F,24,US,5
8045,,53,US,7
8046,,43,US,8
8047,,36,US,15
8048,,22,US,18
8049,F,35,US,9
8050,,31,US,5
8051,M,23,US,1
8052,M,47,US,7
8053,,41,US,19
8054,,54,US,1
8055,F,42,US,7
8056,F,51,US,3
8057,M,29,US,10
8058,M,44,US,1
8059,F,46,US,7
8060,M,49,US,10
8061,,22,US,15
8062,F,41,CA,15
8063,M,48,US,4
8064,M,37,US,25
8065,F,47,US,2
8066,,51,US,2
8067,F,47,US,5
8068,F,47,US,6
8069,M,21,CA,7
8070,F,29,US,18
8071,,37,CA,7
8072,,39,US,3
8073,,26,US,6
8074,F,25,US,4
8075,,24,US,4
8076,F,46,US,14
8077,M,43,US,1
8078,M,54,US,14
8079,M,33,US,3
8080,,21,US,14
8081,,30,CA,8
8082,F,39,US,17
8083,,23,US,13
8084,F,46,US,24
8085,M,51,US,8
8086,F,42,US,1
8087,F,41,US,5
8088,,47,US,9
8089,F,52,US,1
8090,M,29,US,14
8091,M,31,US,2
8092,M,27,US,1
8093,,31,US,11
8094,F,30,US,10
8095,F,35,US,27
8096,,36,US,12
8097,M,43,US,11
8098,F,49,US,27
8099,M,53,US,8
8100,M,35,US,1
8101,F,26,US,4
8102,F,25,US,13
8103,F,53,US,11
8104,,45,US,11
8105,M,36,US,11
8106,M,43,US,1
8107,F,31,US,1
8108,,26,US,4
8109,M,26,US,2
8110,F,26,US,4
8111,M,52,US,2
8112,F,35,US,24
8113,,36,US,23
8114,F,46,US,11
8115,M,23,US,1
8116,F,45,US,3
8117,,43,US,18
8118,F,21,US,45
8119,F,42,US,9
8120,M,32,US,9
8121,M,21,US,16
8122,,52,CA,6
8123,F,32,CA,34
8124,M,51,US,1
8125,,42,US,2
8126,,43,US,8
8127,,45,US,6
8128,F,33,US,25
8129,F,29,US,14
8130,,46,US,5
8131,F,50,US,2
8132,M,49,US,4
8133,,34,US,1
8134,F,54,CA,8
8135,F,28,US,3
8136,F,46,US,2
8137,F,52,US,4
8138,M,32,US,5
8139,,44,US,2
8140,F,29,US,3
8141,M,53,US,1
8142,M,21,US,4
8143,M,49,US,1
8144,,39,US,6
8145,F,46,US,2
8146,F,29,US,9
8147,M,43,US,7
8148,,47,US,18
8149,M,38,US,4
8150,,40,US,2
8151,,51,US,11
8152,,38,US,15
8153,,36,US,10
8154,F,25,US,1
8155,,43,CA,11
8156,,46,US,26
8157,F,52,US,6
8158,M,21,US,5
8159,M,43,US,1
8160,F,29,US,8
8161,,48,US,3
8162,M,40,US,6
8163,M,49,US,24
8164,,22,US,9
8165,F,53,US,6
8166,,42,CA,7
8167,M,41,US,7
8168,M,49,US,13
8169,,22,US,4
8170,,51,US,5
8171,,39,US,26
8172,M,45,US,33
8173,,42,US,20
8174,F,30,US,3
8175,,41,US,1
8176,F,48,US,27
8177,,38,US,2
8178,F,29,US,7
8179,M,46,US,52
8180,M,28,US,2
8181,M,47,US,6
8182,F,42,US,1
8183,F,42,US,10
8184,F,35,CA,24
8185,,37,US,6
8186,M,38,US,23
8187,,42,US,15
8188,F,32,US,2
8189,,36,US,33
8190,,38,US,14
8191,F,40,US,26
8192,,36,US,1
8193,F,51,US,16
8194,F,21,US,13
8195,M,27,US,16
8196,F,52,US,8
8197,F,40,US,4
8198,M,49,US,5
8199,F,39,US,5
8200,F,29,US,2
8201,F,45,US,2
8202,M,24,US,7
8203,,50,US,7
8204,M,25,US,4
8205,,31,US,12
8206,M,51,US,5
8207,,44,US,3
8208,F,36,US,10
8209,M,34,US,7
8210,F,41,US,2
8211,,49,US,3
8212,M,45,US,6
8213,F,33,US,1
8214,F,53,US,2
8215,M,49,US,2
8216,M,47,US,7
8217,,48,US,9
8218,,22,US,2
8219,,49,CA,1
8220,,53,US,6
8221,,24,US,13
8222,,37,US,1
8223,,41,CA,4
8224,,42,US,2
8225,F,38,US,1
8226,F,30,US,17
8227,M,51,US,14
8228,F,43,US,5
8229,,33,US,6
8230,,51,US,1
8231,F,40,CA,30
8232,,42,CA,11
8233,,24,US,1
8234,,32,US,10
8235,F,44,US,25
8236,F,38,US,12
8237,,38,US,1
8238,F,52,US,13
8239,F,51,US,5
8240,,51,US,9
8241,M,21,US,1
8242,F,52,US,7
8243,M,48,US,1
8244,F,35,US,15
8245,M,38,US,23
8246,,33,US,23
8247,F,34,US,6
8248,F,27,US,9
8249,,48,US,1
8250,F,54,US,1
8251,F,40,US,1
8252,M,39,US,11
8253,M,26,US,18
8254,,23,US,12
8255,F,32,US,7
8256,F,32,US,22
8257,F,42,US,28
8258,,44,CA,2
8259,F,47,US,10
8260,,26,US,2
8261,F,33,US,8
8262,F,22,US,7
8263,M,39,US,18
8264,M,27,US,4
8265,M,47,US,2
8266,,44,US,16
8267,,44,US,38
8268,M,51,US,25
8269,F,21,CA,8
8270,M,37,US,2
8271,,34,US,1
8272,F,43,US,6
8273,F,33,US,10
8274,,50,US,9
8275,,41,US,1
8276,,24,US,35
8277,M,48,US,45
8278,F,47,US,5
8279,,36,US,15
8280,,29,US,4
8281,M,32,US,12
8282,M,22,US,1
8283,F,45,US,20
8284,F,23,US,5
8285,M,50,US,13
8286,F,30,US,6
8287,,37,US,5
8288,F,21,CA,6
8289,F,24,US,3
8290,,21,CA,6
8291,,44,US,10
8292,,43,CA,10
8293,M,42,US,9
8294,F,24,US,2
8295,F,32,US,34
8296,,39,US,9
8297,M,40,US,12
8298,M,46,US,1
8299,M,48,US,48
8300,F,21,US,2
8301,F,49,CA,2
8302,,25,US,8
8303,,33,US,8
8304,,28,US,3
8305,M,47,US,27
8306,M,50,US,10
8307,F,40,US,11
8308,F,24,US,20
8309,M,53,US,21
8310,,52,US,3
8311,F,36,US,8
8312,F,21,US,23
8313,M,26,CA,1
8314,M,27,US,5
8315,F,42,US,31
8316,F,21,US,7
8317,M,40,US,22
8318,F,21,US,1
8319,M,48,US,32
8320,F,23,US,4
8321,,41,US,30
8322,F,34,US,8
8323,,31,US,7
8324,F,36,US,6
8325,F,39,US,1
8326,F,54,US,4
8327,F,21,US,27
8328,,22,US,31
8329,F,39,US,18
8330,M,45,US,7
8331,,50,US,5
8332,,30,CA,4
8333,F,47,US,14
8334,F,22,US,1
8335,F,39,US,1
8336,F,25,US,2
8337,,41,US,5
8338,,45,US,28
8339,F,46,US,12
8340,M,40,CA,9
8341,F,23,US,2
8342,F,37,US,20
8343,M,47,CA,3
8344,M,47,US,5
8345,,24,US,4
8346,,32,US,39
8347,F,37,US,16
8348,M,44,US,7
8349,F,51,US,34
8350,F,48,US,12
8351,M,54,US,11
8352,M,39,US,1
8353,M,51,US,8
8354,F,38,US,6
8355,,39,US,12
8356,,23,US,2
8357,F,25,US,7
8358,,53,US,15
8359,,26,US,3
8360,,44,US,5
8361,F,37,US,1
8362,,39,US,5
8363,M,36,US,7
8364,,36,US,21
8365,F,26,US,3
8366,F,31,US,3
8367,M,45,US,4
8368,M,52,US,17
8369,F,41,US,3
8370,F,22,US,30
8371,F,37,US,3
8372,F,49,US,23
8373,,54,US,8
8374,F,25,US,7
8375,M,43,US,2
8376,M,23,US,11
8377,,45,US,1
8378,M,23,US,28
8379,,29,US,5
8380,F,44,US,9
8381,M,26,US,10
8382,,33,US,26
8383,F,45,US,5
8384,F,38,US,6
8385,M,40,US,24
8386,,52,US,5
8387,,24,US,9
8388,M,41,US,6
8389,F,54,US,3
8390,F,43,US,22
8391,F,44,US,4
8392,M,54,US,11
8393,M,40,US,9
8394,,31,US,35
8395,F,42,US,1
8396,,41,US,10
8397,F,49,US,4
8398,F,25,US,9
8399,M,44,US,16
8400,M,30,US,12
8401,,29,US,9
8402,M,29,US,15
8403,M,28,US,3
8404,F,39,CA,17
8405,M,40,US,5
8406,F,27,CA,4
8407,,23,CA,42
8408,M,30,US,24
8409,F,39,US,11
8410,M,24,US,5
8411,M,46,US,17
8412,F,27,US,14
8413,F,54,CA,18
8414,F,41,US,1
8415,M,28,US,6
8416,,49,US,5
8417,M,31,US,9
8418,M,34,US,10
8419,F,50,US,37
8420,F,50,US,1
8421,F,38,US,1
8422,F,45,US,9
8423,M,49,US,7
8424,M,36,US,13
8425,,26,US,19
8426,M,44,US,13
8427,M,40,US,4
8428,M,51,US,9
8429,,46,US,18
8430,F,54,US,4
8431,F,30,US,57
8432,F,43,US,4
8433,F,26,US,17
8434,,32,US,1
8435,,27,US,9
8436,M,46,US,11
8437,M,37,US,3
8438,M,43,US,3
8439,M,44,US,2
8440,,35,US,1
8441,,25,US,1
8442,,37,US,45
8443,M,35,US,5
8444,,30,US,4
8445,F,36,US,27
8446,,49,US,2
8447,,54,US,7
8448,F,40,US,18
8449,F,53,US,14
8450,M,26,CA,15
8451,M,43,US,9
8452,F,29,US,3
8453,M,46,US,15
8454,,45,US,4
8455,F,42,US,2
8456,F,27,US,1
8457,F,21,US,15
8458,F,37,US,2
8459,F,32,US,3
8460,M,52,US,1
8461,,54,US,2
8462,,38,US,1
8463,,47,US,13
8464,,54,US,1
8465,F,34,US,11
8466,F,21,US,2
8467,,54,US,29
8468,,22,US,6
8469,,25,US,3
8470,F,23,US,15
8471,M,45,US,6
8472,,27,US,70
8473,F,49,US,6
8474,,51,US,2
8475,M,25,US,9
8476,M,38,US,8
8477,F,45,US,16
8478,M,30,US,3
8479,,33,CA,1
8480,,46,US,10
8481,F,41,US,5
8482,,27,US,16
8483,F,39,CA,4
8484,F,25,US,12
8485,,44,US,18
8486,M,22,US,9
8487,,49,US,11
8488,F,24,US,1
8489,,47,US,26
8490,,32,CA,4
8491,M,51,US,5
8492,F,49,US,5
8493,,35,US,2
8494,M,38,US,16
8495,,25,CA,12
8496,F,43,US,22
8497,F,52,US,6
8498,,47,US,7
8499,M,52,US,25
8500,M,41,US,28
8501,,24,US,6
8502,M,43,CA,4
8503,M,41,US,2
8504,F,46,CA,9
8505,M,37,US,6
8506,,28,US,9
8507,M,50,US,15
8508,,39,US,1
8509,F,53,US,4
8510,,26,US,2
8511,F,21,US,2
8512,,23,US,22
8513,F,50,US,10
8514,M,23,US,12
8515,M,22,US,17
8516,,51,US,7
8517,F,49,US,1
8518,,30,US,5
8519,,37,US,1
8520,F,47,US,6
8521,F,36,US,2
8522,,43,US,3
8523,,51,US,43
8524,,23,US,7
8525,,52,US,10
8526,F,50,US,17
8527,M,42,US,4
8528,F,46,US,23
8529,F,50,US,40
8530,F,49,CA,3
8531,F,51,CA,1
8532,M,24,US,5
8533,,48,US,4
8534,F,23,US,35
8535,M,28,US,1
8536,,35,US,2
8537,M,44,US,9
8538,,48,US,14
8539,F,36,US,1
8540,M,26,US,2
8541,F,29,US,1
8542,F,32,US,29
8543,M,37,US,7
8544,M,47,US,18
8545,,30,CA,4
8546,M,54,US,2
8547,M,42,US,12
8548,F,40,US,17
8549,M,41,CA,6
8550,M,34,US,6
8551,F,32,US,5
8552,F,39,US,21
8553,,32,US,17
8554,M,48,CA,4
8555,,54,US,5
8556,,44,US,10
8557,M,21,US,2
8558,M,54,US,5
8559,F,37,US,1
8560,F,48,US,21
8561,,49,CA,2
8562,,47,US,11
8563,,51,US,9
8564,,34,US,8
8565,M,22,US,3
8566,F,39,US,2
8567,F,25,US,23
8568,,24,US,36
8569,,37,US,1
8570,M,44,US,12
8571,,25,US,7
8572,,32,US,9
8573,,21,US,17
8574,M,28,US,1
8575,M,38,US,4
8576,F,48,US,1
8577,F,27,US,9
8578,M,31,US,8
8579,,35,US,6
8580,F,44,US,6
8581,,29,US,4
8582,F,23,US,1
8583,M,27,CA,2
8584,M,29,CA,4
8585,F,51,CA,23
8586,F,37,US,3
8587,,36,US,7
8588,,54,US,1
8589,,26,US,18
8590,,38,CA,5
8591,,45,US,6
8592,F,27,US,9
8593,M,23,US,11
8594,,31,US,1
8595,,52,US,16
8596,M,51,US,11
8597,F,32,US,7
8598,M,35,US,7
8599,,44,US,7
8600,,33,US,42
8601,F,29,US,23
8602,F,47,US,12
8603,M,53,US,1
8604,M,44,US,2
8605,,33,US,13
8606,,39,US,27
8607,,33,US,5
8608,F,31,US,9
8609,F,42,US,14
8610,,47,US,4
8611,F,43,US,1
8612,F,22,CA,2
8613,F,37,US,5
8614,,22,US,28
8615,M,45,US,13
8616,F,50,US,10
8617,F,53,US,2
8618,M,41,US,30
8619,,48,US,1
8620,,34,US,1
8621,M,24,US,1
8622,,32,US,20
8623,F,47,US,8
8624,,50,US,5
8625,F,41,US,1
8626,M,37,US,30
8627,F,53,US,2
8628,M,26,US,2
8629,F,24,US,24
8630,F,39,US,8
8631,,30,US,17
8632,M,33,US,2
8633,M,41,US,20
8634,,27,US,19
8635,,49,US,4
8636,M,30,US,7
8637,F,26,US,10
8638,F,41,US,19
8639,M,30,US,16
8640,F,42,US,4
8641,F,53,CA,5
8642,M,49,US,14
8643,,54,US,7
8644,F,29,US,3
8645,M,50,US,12
8646,F,32,US,6
8647,F,27,CA,9
8648,M,47,US,28
8649,,27,US,9
8650,,41,US,1
8651,M,31,US,11
8652,M,27,US,38
8653,,33,US,1
8654,F,26,US,12
8655,F,43,US,13
8656,F,52,CA,27
8657,M,31,US,1
8658,M,42,US,3
8659,M,50,US,5
8660,F,44,US,3
8661,,30,US,19
8662,F,48,CA,4
8663,F,22,US,3
8664,,38,US,40
8665,F,31,US,6
8666,M,30,US,10
8667,,38,US,3
8668,M,30,CA,9
8669,,43,US,10
8670,F,37,US,6
8671,F,54,US,13
8672,F,29,CA,2
8673,F,53,CA,4
8674,M,24,US,8
8675,,33,US,2
8676,F,38,US,3
8677,M,47,US,7
8678,F,39,US,44
8679,M,53,US,14
8680,F,46,US,16
8681,,50,US,8
8682,M,54,US,19
8683,F,23,US,19
8684,M,49,US,9
8685,M,22,US,13
8686,M,32,US,20
8687,M,43,US,8
8688,F,46,US,4
8689,M,43,CA,4
8690,,26,US,14
8691,F,50,US,16
8692,M,25,US,5
8693,F,51,US,9
8694,,25,US,36
8695,M,38,US,5
8696,F,51,CA,7
8697,,51,US,30
8698,F,25,US,3
8699,F,25,US,20
8700,F,28,US,7
8701,,28,US,5
8702,M,23,CA,13
8703,M,22,US,4
8704,M,34,US,12
8705,,54,US,19
8706,F,54,US,9
8707,F,39,US,3
8708,F,26,US,6
8709,M,46,US,18
8710,,28,US,16
8711,F,51,US,2
8712,M,54,CA,33
8713,M,46,US,5
8714,,52,US,3
8715,,51,US,10
8716,M,37,US,8
8717,M,48,US,3
8718,F,46,US,13
8719,,39,US,7
8720,,47,US,5
8721,M,37,CA,10
8722,F,45,US,8
8723,M,28,US,7
8724,F,47,US,2
8725,F,32,US,2
8726,F,31,US,1
8727,F,31,CA,2
8728,M,23,US,13
8729,F,32,US,1
8730,,32,US,1
8731,,24,US,3
8732,F,40,US,2
8733,M,26,US,17
8734,,41,CA,4
8735,,51,US,10
8736,F,48,US,7
8737,,23,US,33
8738,M,50,US,7
8739,M,50,US,18
8740,,28,US,9
8741,F,40,US,17
8742,M,48,US,2
8743,M,54,US,18
8744,,50,US,9
8745,F,25,US,17
8746,M,37,US,5
8747,F,43,US,1
8748,F,40,CA,20
8749,,39,US,8
8750,,31,US,1
8751,M,23,US,14
8752,M,22,US,1
8753,,29,US,2
8754,M,40,CA,13
8755,F,50,US,7
8756,,24,US,2
8757,F,41,US,10
8758,F,27,US,7
8759,,30,US,28
8760,M,54,US,9
8761,,39,US,1
8762,F,25,US,6
8763,F,44,US,10
8764,,21,CA,6
8765,,25,US,12
8766,,23,US,8
8767,M,43,US,20
8768,M,28,US,3
8769,M,39,US,7
8770,M,30,US,10
8771,,47,US,7
8772,M,47,US,23
8773,F,27,US,2
8774,M,37,US,1
8775,F,28,US,1
8776,,32,CA,7
8777,,47,US,8
8778,F,27,US,4
8779,M,33,US,5
8780,F,45,US,9
8781,,21,US,5
8782,F,24,US,6
8783,M,47,CA,2
8784,,22,CA,5
8785,,47,US,6
8786,F,52,US,1
8787,F,23,US,1
8788,M,41,US,2
8789,F,49,US,11
8790,,54,CA,1
8791,,37,US,8
8792,F,46,US,14
8793,,38,US,12
8794,M,31,US,10
8795,M,30,US,4
8796,M,39,US,7
8797,F,40,US,2
8798,,47,US,15
8799,M,38,CA,9
8800,M,23,US,6
8801,F,27,US,3
8802,F,45,US,41
8803,M,46,US,6
8804,F,34,US,2
8805,F,45,US,4
8806,M,38,US,1
8807,F,41,US,19
8808,M,28,US,5
8809,M,37,CA,28
8810,F,53,US,50
8811,,37,US,1
8812,F,36,CA,6
8813,,39,US,2
8814,M,29,US,3
8815,F,44,US,33
8816,,35,US,18
8817,,31,US,15
8818,M,43,US,8
8819,M,46,CA,3
8820,,21,US,4
8821,F,35,US,4
8822,F,33,CA,5
8823,M,32,US,4
8824,F,44,US,8
8825,,43,US,20
8826,F,46,US,9
8827,,43,US,28
8828,F,36,US,9
8829,F,46,US,8
8830,F,49,US,13
8831,,42,US,2
8832,F,33,US,9
8833,F,38,US,2
8834,F,37,US,6
8835,M,32,US,5
8836,,31,US,13
8837,,30,US,14
8838,M,29,US,2
8839,F,22,US,6
8840,F,35,US,26
8841,F,47,US,18
8842,F,51,US,8
8843,,45,US,23
8844,M,38,US,13
8845,,25,US,10
8846,M,28,US,15
8847,,47,US,8
8848,F,26,US,6
8849,,34,US,13
8850,F,38,US,13
8851,F,23,US,10
8852,,27,CA,5
8853,M,54,US,5
8854,,49,US,27
8855,,49,US,5
8856,,47,US,12
8857,,35,US,12
8858,M,40,CA,7
8859,M,45,US,5
8860,M,48,US,16
8861,F,54,US,13
8862,F,32,CA,6
8863,M,37,US,5
8864,M,51,US,7
8865,F,26,US,8
8866,M,30,US,12
8867,,51,US,6
8868,,25,US,7
8869,F,44,US,2
8870,F,49,US,14
8871,F,33,US,10
8872,F,23,US,6
8873,M,32,US,1
8874,,22,US,1
8875,F,46,US,1
8876,,54,US,5
8877,,33,US,7
8878,,31,US,5
8879,M,48,US,1
8880,F,38,US,6
8881,,30,CA,26
8882,F,53,US,20
8883,,54,US,1
8884,F,49,US,14
8885,M,27,US,12
8886,F,49,US,9
8887,F,52,US,2
8888,F,51,US,11
8889,M,30,US,11
8890,,49,US,10
8891,M,39,US,27
8892,,32,US,10
8893,,46,US,4
8894,,53,US,1
8895,M,31,US,15
8896,F,34,US,7
8897,,30,US,7
8898,F,42,US,7
8899,F,48,US,1
8900,,24,US,3
8901,M,51,US,12
8902,M,31,US,10
8903,,32,US,1
8904,,46,US,26
8905,,37,US,17
8906,,38,US,36
8907,,45,US,35
8908,,34,US,4
8909,M,49,US,2
8910,M,41,US,12
8911,F,28,US,20
8912,F,27,US,6
8913,M,53,US,2
8914,M,26,CA,15
8915,F,21,US,10
8916,,27,US,2
8917,F,48,CA,11
8918,M,52,US,21
8919,F,52,US,7
8920,M,52,US,1
8921,F,23,US,21
8922,,53,US,8
8923,M,40,US,16
8924,M,48,CA,1
8925,M,24,US,16
8926,F,54,US,10
8927,,39,US,10
8928,F,39,US,1
8929,M,30,US,32
8930,M,29,US,11
8931,F,49,US,3
8932,M,42,US,32
8933,M,26,US,9
8934,M,38,CA,1
8935,F,24,US,14
8936,,53,US,5
8937,,31,US,4
8938,F,39,US,7
8939,F,49,US,2
8940,F,51,US,18
8941,F,21,US,9
8942,F,47,US,4
8943,F,35,CA,4
8944,F,27,CA,27
8945,M,25,US,12
8946,,25,US,23
8947,F,43,US,9
8948,,37,US,14
8949,,33,US,4
8950,F,23,US,7
8951,,34,US,8
8952,F,50,US,14
8953,F,45,US,5
8954,,28,CA,12
8955,M,53,US,1
8956,F,27,US,5
8957,,48,US,11
8958,F,43,US,11
8959,,32,US,33
8960,M,48,US,10
8961,M,51,CA,26
8962,,36,US,11
8963,M,43,US,14
8964,M,32,US,25
8965,F,43,CA,11
8966,,36,US,4
8967,M,49,US,2
8968,F,24,US,6
8969,,28,US,20
8970,,28,US,3
8971,F,28,US,2
8972,,30,US,5
8973,F,21,US,24
8974,,45,US,10
8975,F,30,US,2
8976,F,43,US,3
8977,M,49,CA,5
8978,,48,US,1
8979,F,52,US,12
8980,,26,US,9
8981,F,23,US,4
8982,F,27,US,25
8983,F,54,US,8
8984,,33,US,8
8985,F,50,CA,1
8986,M,31,US,2
8987,,35,CA,7
8988,,33,US,1
8989,,23,US,14
8990,,48,US,3
8991,,27,US,11
8992,M,34,US,25
8993,F,21,US,14
8994,,29,US,11
8995,M,31,CA,13
8996,M,30,US,10
8997,F,22,US,8
8998,F,41,US,16
8999,M,54,US,19
9000,,23,US,11
9001,F,44,US,2
9002,,24,US,13
9003,F,32,US,22
9004,F,31,US,4
9005,F,49,US,4
9006,M,46,US,1
9007,F,41,US,4
9008,F,27,US,6
9009,,36,US,12
9010,M,36,US,2
9011,F,23,US,33
9012,F,22,US,6
9013,,28,CA,1
9014,F,25,US,9
9015,,30,US,3
9016,F,37,US,6
9017,M,27,US,41
9018,M,45,US,1
9019,M,44,US,13
9020,,25,US,10
9021,F,38,US,1
9022,M,34,US,3
9023,M,48,US,3
9024,,29,US,9
9025,F,30,US,7
9026,M,39,US,22
9027,,34,US,1
9028,,42,US,5
9029,M,35,US,4
9030,M,41,US,6
9031,M,54,US,11
9032,M,44,US,2
9033,M,51,US,1
9034,M,35,US,19
9035,F,53,CA,15
9036,F,49,US,7
9037,M,44,US,4
9038,F,29,CA,1
9039,F,36,US,5
9040,M,31,US,2
9041,,23,US,2
9042,,46,US,8
9043,F,21,US,10
9044,,48,US,21
9045,F,27,US,1
9046,,51,US,5
9047,,43,US,13
9048,,52,US,27
9049,F,25,US,2
9050,F,37,US,16
9051,M,22,US,4
9052,M,54,US,22
9053,,48,CA,4
9054,F,36,US,8
9055,,41,US,15
9056,F,33,US,1
9057,,29,CA,3
9058,,53,US,9
9059,,41,US,1
9060,,36,US,14
9061,,21,CA,18
9062,F,48,US,10
9063,F,25,US,13
9064,M,47,CA,29
9065,F,43,US,4
9066,F,44,US,9
9067,,53,US,17
9068,F,46,US,27
9069,,47,US,26
9070,M,29,US,24
9071,F,54,CA,1
9072,F,40,US,16
9073,M,45,US,14
9074,,52,US,32
9075,,23,US,3
9076,,23,US,28
9077,M,41,US,1
9078,F,52,US,15
9079,M,21,US,4
9080,F,47,US,6
9081,,54,US,8
9082,,47,US,18
9083,,26,US,12
9084,,40,US,5
9085,F,25,US,4
9086,F,21,US,20
9087,F,46,US,10
9088,M,38,US,17
9089,M,39,US,6
9090,M,37,US,42
9091,,30,US,6
9092,F,47,US,3
9093,,45,US,4
9094,M,42,US,28
9095,M,47,US,7
9096,M,41,US,10
9097,F,33,US,5
9098,,41,US,32
9099,M,41,US,22
9100,,52,US,4
9101,F,42,US,18
9102,,31,CA,4
9103,F,25,US,18
9104,M,49,US,5
9105,M,27,US,7
9106,M,30,US,5
9107,,24,US,5
9108,,29,US,33
9109,M,49,US,9
9110,M,22,US,19
9111,,28,US,20
9112,F,47,US,13
9113,F,40,US,28
9114,,51,US,22
9115,,46,US,3
9116,F,42,US,15
9117,,43,US,18
9118,M,48,US,10
9119,M,23,US,22
9120,M,34,US,22
9121,,27,US,21
9122,M,30,US,10
9123,,53,CA,9
9124,,22,US,13
9125,,37,US,32
9126,M,40,US,45
9127,M,42,CA,15
9128,,30,US,12
9129,,54,US,3
9130,F,24,US,1
9131,F,24,CA,8
9132,M,24,US,10
9133,,39,US,7
9134,F,33,CA,29
9135,,40,US,11
9136,,24,US,4
9137,M,30,US,12
9138,,43,US,3
9139,,38,US,12
9140,M,21,US,25
9141,M,48,US,5
9142,M,53,US,9
9143,M,49,US,17
9144,,54,US,4
9145,F,41,US,23
9146,,44,US,9
9147,,41,US,5
9148,,28,US,7
9149,,49,US,9
9150,,49,US,1
9151,M,39,US,9
9152,,49,US,17
9153,M,46,US,1
9154,M,46,US,13
9155,,40,US,6
9156,,48,US,1
9157,,52,US,32
9158,F,33,US,2
9159,M,51,US,3
9160,M,48,US,19
9161,,38,US,46
9162,M,54,US,22
9163,M,30,US,15
9164,M,21,US,22
9165,M,34,US,11
9166,M,44,US,10
9167,,32,CA,9
9168,F,44,US,6
9169,M,50,US,16
9170,,37,US,2
9171,,52,US,9
9172,M,44,US,1
9173,,47,US,10
9174,F,29,US,4
9175,F,52,US,19
9176,F,33,US,20
9177,M,49,CA,13
9178,M,36,US,15
9179,M,27,US,2
9180,,28,US,11
9181,F,37,CA,5
9182,,51,US,10
9183,M,49,US,2
9184,,40,US,7
9185,M,31,US,10
9186,M,23,US,12
9187,M,48,US,4
9188,M,50,US,2
9189,M,33,US,18
9190,,30,US,19
9191,M,29,US,7
9192,F,46,US,21
9193,,48,US,16
9194,,25,US,2
9195,F,33,US,11
9196,M,41,US,1
9197,,44,US,6
9198,F,40,US,9
9199,,44,US,1
9200,,54,US,9
9201,,45,US,8
9202,M,39,US,1
9203,,41,US,14
9204,F,50,US,4
